court_leaflets_id,court_leaflets_num,court_leaflets_title,court_leaflets_type,court_leaflets_comment,court_leaflets_category,court_leaflets_download,court_leaflets_internal_flag,court_leaflets_url,court_leaflets_keywords,court_leaflets_format,court_leaflets_lastupdate,language_id,court_work_type_id
2841,T481 Notes ,Upper Tribunal - Immigration and Asylum Chamber. Guidance Notes on Completing the UTIAC Judicial Review Claim Form. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Chamber (Upper Tribunal),1,0,t481-notes-eng.pdf ,NULL,(PDF 51KB) ,August 2015,5,NULL
2842,JR1 Guidance,Claim Form JR1 - Notes for Guidance (Upper Tribunal - Tax & Chancery Chamber),Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax and Chancery Chamber (Upper Tribunal),1,0,jr001(tcc)-guidance-eng.pdf ,NULL,(PDF 520KB),November 2014 ,5,NULL
2843,Application for Anonymity - Guidance Notes,Application for Anonymity - Guidance Notes (UTIAC),Adobe Acrobat (pdf) ,Internet downloadable guidance,Immigration and Asylum Chamber (Upper Tribunal),1,0,anonymity-guide-utiac-eng.pdf,NULL,(PDF 9KB),November 2013 ,5,NULL
2844,JRC1 Notes ,Information Notes and Guidance for Completing Claim Form JRC1 ,Microsoft Word (doc),Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,jrc001-notes-eng.doc,NULL,(Word 63KB),July 2012,5,NULL
2845,T03,General Regulatory Chamber Guidance Note for Policy Makers ,Adobe Acrobat (pdf) ,Internet downloadable guidance,General Regulatory Chamber (First-tier Tribunal),1,0,policy-makers-guidance-eng.pdf ,NULL,(PDF 71KB) ,November 2013 ,5,NULL
2900,CAPSBACS1,Payment of Attachment of Earnings Orders by BACS,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court Business Centre ,1,0,capsbacs1-eng-2016.02.24.pdf,NULL,(PDF 101KB),February 2016 ,5,NULL
4423,EX370,Your First Time at Court? What You Can Expect. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mediation,1,0,ex370-eng.pdf,NULL,(PDF 146KB),March 2014 ,5,NULL
4424,T412 ,A Short Guide for Users,Adobe Acrobat (pdf) ,Internet downloadable guidance,Land Registration (First-tier Tribunal),1,0,t412-eng.pdf ,NULL,(PDF 146KB),July 2013,5,NULL
4425,T415 ,Information on Challenging Decisions in Land Registration Cases,Adobe Acrobat (pdf) ,Internet downloadable guidance,Land Registration (First-tier Tribunal),1,0,t415-eng.pdf ,NULL,(PDF 69KB) ,March 2014 ,5,NULL
4440,EX380,Information about appeals for victims of crime.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Appeal Criminal Division,1,0,ex380-eng.pdf,NULL,(PDF 655KB),July 2015,5,NULL
4445,EX381,Court of Appeal frequently asked questions. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Court of Appeal Criminal Division,1,0,ex381-eng.pdf,NULL,(PDF 662KB),October 2015,5,NULL
4454,EX730,Would You like to Settle Your Case without Going to a Court Hearing?,Adobe Acrobat (pdf) ,Internet downloadable guidance,General ,1,0,ex730-eng.pdf,NULL,(PDF 179KB),April 2014 ,5,NULL
4455,SSCS5A,How to appeal against a decision made by HM Customs and Revenue,Adobe Acrobat (pdf) ,Internet downloadable guidance,Social Security and Child Support,1,0,sscs005a-eng.pdf,NULL,(PDF 239KB),July 2014,5,NULL
4456,T04,General Regulatory Chamber - Guidance Note for Respondents ,Adobe Acrobat (pdf) ,Internet downloadable guidance,General Regulatory Chamber (First-tier Tribunal),1,0,t004-eng.pdf ,NULL,(PDF 82KB) ,February 2014 ,5,NULL
4457,County Court Business Centre Code of Practice,County Court Business Centre Code of Practice,Adobe Acrobat (pdf) ,Internet downloadable guidance,County Court Business Centre ,1,0,ccbc-cop-eng-20160216.pdf,NULL,(PDF 592KB),December 2015 ,5,NULL
4458,T470 ,Gangmasters Licensing Appeals - a guide to making an appeal,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gangmasters,1,0,t470-eng.pdf ,NULL,(PDF 167KB),October 2014,5,NULL
4495,T609 ,Appeals From Decisions Made by the First-Tier Tribunal (Property Chamber) in Residential Property and Agricultural Land and Drainage Cases,Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t609-eng.pdf ,NULL,(PDF 159KB),September 2014,5,NULL
4496,CIC Guide 1996,Guide to the Criminal Injuries Compensation Scheme 1996 ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,cic-guide-1996-eng.pdf,NULL,(PDF 112KB),April 1999 ,5,NULL
4497,CIC Guide 2001,Guide to the Criminal Injuries Compensation Scheme 2001 ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,cic-guide-2001-eng.pdf,NULL,(PDF 697KB),December 2007 ,5,NULL
4498,CIC Guide 2008,Guide to the Criminal Injuries Compensation Scheme 2008 ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,cic-guide-2008-eng.pdf,NULL,(PDF 112KB),July 2014,5,NULL
4499,CIC Guide 2012,Guide to the Criminal Injuries Compensation Scheme 2012 ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,cic-guide-2012-eng.pdf,NULL,(PDF 495KB),July 2014,5,NULL
4500,Criminal Injuries Compensation Scheme 1996,The Criminal Injuries Compensation Scheme 1996 ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,cic-scheme-1996-eng.pdf,NULL,(PDF 56KB) ,April 1999 ,5,NULL
4501,Criminal Injuries Compensation Scheme 2001,The Criminal Injuries Compensation Scheme 2001 ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,cic-scheme-2001-eng.pdf,NULL,(PDF 134KB),April 2001 ,5,NULL
4502,Criminal Injuries Compensation Scheme 2008,The Criminal Injuries Compensation Scheme 2008 ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,cic-scheme-2008-eng.pdf,NULL,(PDF 1073KB),July 2014,5,NULL
4503,Criminal Injuries Compensation Scheme 2012,The Criminal Injuries Compensation Scheme 2012 ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,cic-scheme-2012-eng.pdf,NULL,(PDF 705KB),July 2014,5,NULL
4504,CS01 ,"Memorandum of understanding between Ofsted and the First-Tier Tribunal of the Health, Education and Social Care Chamber.",Adobe Acrobat (pdf) ,Internet downloadable guidance,Care Standards (First-tier Tribunal),1,0,cs001-eng.pdf,NULL,(PDF 73KB) ,"April 2014,",5,NULL
4505,CS02 ,"Memorandum of Understanding Between Department for Education (Independent Education and Boarding Team) and HM Courts & Tribunals Service (First-tier Tribunal Health, Education and Social Care Chamber)",Adobe Acrobat (pdf) ,Internet downloadable guidance,Care Standards (First-tier Tribunal),1,0,cs002-eng.pdf,NULL,(PDF 55KB) ,August 2015,5,NULL
4506,CS03 ,Memorandum of Understanding between Care Quality Commission and HM Courts & Tribunals Service regrading expedited appeals to the First-tier Tribunal (Care Standards). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Care Standards (First-tier Tribunal),1,0,cs003-eng.pdf,NULL,(PDF 50KB) ,July 2014,5,NULL
4507,CS04 ,Memorandum of Understanding Between the Welsh Ministers and Tribunals Service in Respect of Expedited Appeals ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Care Standards (First-tier Tribunal),1,0,cs004-eng.pdf,NULL,(PDF 81KB) ,July 2014,5,NULL
4508,PHL Guide,A Guide to Making an Appeal to Primary Health Lists,Adobe Acrobat (pdf) ,Internet downloadable guidance,Primary Health Lists,1,0,phl-guide-eng.pdf,NULL,(PDF 291KB),October 2014,5,NULL
4509,SEND1,How to Appeal Against a SEN decision,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send001-eng.pdf ,NULL,(PDF 251KB),January 2015,5,NULL
4510,SEND2,Preparing the Local Authority's Case,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send002-eng.pdf ,NULL,(PDF 62KB) ,July 2014,5,NULL
4511,SEND20,Guidance Notes - Applying to the First-tier Tribunal (Special Educational Needs and Disability),Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send020-eng.pdf ,,(PDF 175KB),September 2014,5,0
4512,SEND21,Mediation Certificate,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send021-eng.pdf ,NULL,(PDF 69KB) ,September 2014,5,NULL
4513,SEND22,Answering a Claim - A Guide to Responsible Bodies ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send022-eng.pdf ,NULL,(PDF 186KB),August 2014,5,NULL
4514,SEND3,Information About Schools ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send003-eng.pdf ,NULL,(PDF 66KB) ,July 2014,5,NULL
4515,SEND6,Information for Children and Young People,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send006-eng.pdf ,NULL,(PDF 453KB),July 2014,5,NULL
4516,T243 ,At Your Hearing,Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax (First-tier Tribunal) ,1,0,t243-eng.pdf ,NULL,(PDF 529KB),March 2015 ,5,NULL
4517,T244 ,Further Appeal Notes,Adobe Acrobat (pdf) ,Internet downloadable guidance,Tax (First-tier Tribunal) ,1,0,t244-eng.pdf ,NULL,(PDF 520KB),March 2015 ,5,NULL
4520,T490 ,Gender Recognition Panel Application Process Flowchart,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gender Recognition Panel,1,0,t490-eng.pdf ,NULL,(PDF 3KB),July 2014,5,NULL
4521,T491 ,Table of Gender Recognition Schemes in Countries and Territories ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gender Recognition Panel,1,0,t491-eng.pdf ,NULL,(PDF 157KB),June 2011,5,NULL
4522,T492 ,Additonal Guidance Issued by the President on the GRA's Medical Requirements ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gender Recognition Panel,1,0,t492-eng.pdf ,NULL,(PDF 30KB) ,December 2005 ,5,NULL
4523,T493 ,List of specialists in the field of gender dysphoria ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Gender Recognition Panel,1,0,t493-eng-2016.03.16.pdf,NULL,(PDF 168KB),March 2016 ,5,NULL
4524,T494 ,Expenses and Allowances Payable to Parties and Witnesses Attending an Employment Tribunal,Adobe Acrobat (pdf) ,Internet downloadable guidance,Reserve Forces Tribunal,1,0,t494-eng.pdf ,NULL,(PDF 31KB) ,October 2006,5,NULL
4526,T496 ,Guide to Loss of Earnings and Special Expenses ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,t496-eng.pdf ,NULL,(PDF 36KB) ,August 2010,5,NULL
4527,T497 ,Criminal Injuries Compensation - Your Appeal,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,t497-eng.pdf ,NULL,(PDF 145KB),July 2014,5,NULL
4528,T498 ,Criminal Injuries Compensation - Your Hearing,Adobe Acrobat (pdf) ,Internet downloadable guidance,Criminal Injuries Compensation,1,0,t498-eng.pdf ,NULL,(PDF 145KB),July 2014,5,NULL
4531,T611 ,Judicial Mediation - Scotland,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t611-eng.pdf ,NULL,(PDF 16KB) ,July 2014,5,NULL
4532,T612 ,Judicial Mediation - England and Wales,Adobe Acrobat (pdf) ,Internet downloadable guidance,Employment Tribunal ,1,0,t612-eng.pdf ,NULL,(PDF 15KB) ,July 2014,5,NULL
4534,T614 ,Procedure flowchart for appeals from The First-tier Tribunal (Property Chamber) in England and the Leasehold Valuation and Residential Property Tribunals in Wales,Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t614-eng.pdf ,NULL,(PDF 388KB),January 2016,5,NULL
4535,T615 ,Procedure flowchart for rating appeals,Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t615-eng.pdf ,NULL,(PDF 373KB),January 2016,5,NULL
4536,T616 ,Procedure flowchart for claims for compensation for the compulsory purchase of land and other claims for land compensation,Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t616-eng.pdf ,NULL,(PDF 380KB),January 2016,5,NULL
4537,T617 ,Procedure flowchart for applications to discharge or modify restrictive covenants affecting land,Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t617-eng.pdf ,NULL,(PDF 199KB),January 2016,5,NULL
4538,T618 ,Upper Tribunal Lands Chamber Flowchart - Detailed Assessment of Costs,Adobe Acrobat (pdf) ,Internet downloadable guidance,Lands Chamber (Upper Tribunal),1,0,t618-eng.pdf ,NULL,(PDF 52KB) ,November 2010 ,5,NULL
4539,T619A,Guidance Notes for Completion of SIAC Appeal Form ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Immigration Appeals Commission,1,0,t619a-eng.pdf,NULL,(PDF 562KB),July 2015,5,NULL
4540,T98A ,Rights of Appeal ,Adobe Acrobat (pdf) ,Internet downloadable guidance,General Regulatory Chamber (First-tier Tribunal),1,0,t098a-eng.pdf,NULL,(PDF 27KB) ,November 2014 ,5,NULL
4542,FL701,Forced Marriage Protection Orders - How can they protect me? (Arabic),Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fl701-ara.pdf,NULL,(PDF 542KB),February 2015 ,19,NULL
4543,FL701,Forced Marriage Protection Orders - How can they protect me? (Bengali) ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fl701-ben.pdf,NULL,(PDF 392KB),February 2015 ,1,NULL
4544,FL701,Forced Marriage Protection Orders - How can they protect me? (Farsi),Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fl701-far.pdf,NULL,(PDF 293KB),February 2015 ,20,NULL
4545,FL701,Forced Marriage Protection Orders - How can they protect me? (Punjabi) ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fl701-pun.pdf,NULL,(PDF 640KB),February 2015 ,11,NULL
4546,FL701,Forced Marriage Protection Orders - How can they protect me? (Urdu) ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,fl701-urd.pdf,NULL,(PDF 229KB),February 2015 ,15,NULL
4547,SEND23,Working document guidance ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send23-eng-2016.03.01.pdf,NULL,(PDF 235KB),January 2015,5,NULL
4548,T609 ,Appeals From Decisions Made by the First-Tier Tribunal (Property Chamber) in Residential Property and Agricultural Land and Drainage Cases,Adobe Acrobat (pdf) ,Internet downloadable guidance,Residential Property (First-tier Tribunal),1,0,t609-eng.pdf ,NULL,(PDF 159KB),September 2014,5,NULL
4550,T94,Appealing to the First-tier Tribunal (Transport),Adobe Acrobat (pdf) ,Internet downloadable guidance,Transport (First-tier Tribunal) ,1,0,t094-eng.pdf ,NULL,(PDF 200KB),August 2014,5,NULL
4551,SEND25,How to Appeal a Special Educational Needs and Disability (SEND) Decision,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send025-eng.pdf ,NULL,(PDF 244KB),September 2014,5,NULL
4552,T499 ,The War Pensions and Armed Forces Compensation Chamber Short Guide,Adobe Acrobat (pdf) ,Internet downloadable guidance,War Pensions and Armed Forces Compensation Chamber,1,0,t499-eng.pdf ,NULL,(PDF 104KB),April 2011 ,5,NULL
4553,T610 ,The War Pensions and Armed Forces Compensation FAQ,Adobe Acrobat (pdf) ,Internet downloadable guidance,War Pensions and Armed Forces Compensation Chamber,1,0,t610-eng.pdf ,NULL,(PDF 44KB) ,October 2008,5,NULL
4555,SEND14,Information About Schools ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Special Educational Needs and Disability Tribunal ,1,0,send014-eng.pdf ,NULL,(PDF 235KB),August 2014,5,NULL
4556,REMO 7 Notes,"Guidance Notes for Completing an Application for Recognition, Declaration of Enforceability or Enforcement of a Decision Relating to Maintenance Obligations",Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,remo007-notes-eng.pdf ,NULL,(PDF 225KB),September 2014,5,NULL
4557,REMO 8 Notes,Guidance Notes for Completing an Application to Obtain a Maintenance Decision or to Have a Decision Relating to Maintenance Modified,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,remo008-notes-eng.pdf ,NULL,(PDF 145KB),August 2014,5,NULL
4577,REMO 20 ,A guide to Reciprocal Enforcement of Maintenance Orders.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Family,1,0,remo020-eng.pdf ,NULL,(PDF 529KB),June 2015,5,NULL
4600,COP44,Court of Protection fees,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,cop044-eng.pdf,NULL,(PDF 73KB) ,November 2015 ,5,NULL
4602,COP44B,Guide - Applying for help with Court of Protection fees ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,cop44b-eng.pdf,NULL,(PDF 454KB),April 2016 ,5,NULL
4605,T435 ,Employment Tribunal Fees for Individuals - From 29 July 2013,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,t435-eng.pdf ,NULL,(PDF 267KB),March 2015 ,5,NULL
4610,T436 ,Employment Tribunal fees for groups and multiples (From 29 July 2013),Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,t436-eng-2016.02.24.pdf,NULL,(PDF 485KB),February 2016 ,5,NULL
4615,T437 ,Employment Appeal Tribunal Fees - From 29 July 2013,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,t437-eng-20151230.pdf ,NULL,(PDF 174KB),December 2015 ,5,NULL
4625,T495 ,Immigration and Appeals Tribunal Fees Guidance ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,t495-eng.pdf ,NULL,(PDF 224KB),January 2015,5,NULL
4630,PA3,Probate Fees from April 2014 ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,pa003-eng.pdf,NULL,(PDF 147KB),April 2014 ,5,NULL
4635,T613 ,UTIAC Fees (From 22 April 2014) ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,t613-eng.pdf ,NULL,(PDF 39KB) ,April 2014 ,5,NULL
4640,Gambling - Guidance on fee remission for companies,Guidance on Fee Remission for Companies. ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,gambling-fee-exemption-notes(company)-eng.pdf ,NULL,(PDF 30KB) ,May 2011,5,NULL
4645,T547 ,A Guide to What Costs Fees and Expenses May Be Recoverable in the First-Tier Tribunal (Property Chamber) (Residential Property) ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,t547-eng.pdf ,NULL,(PDF 518KB),March 2015 ,5,NULL
4736,SSCS6A,How to Appeal Against a Decision Made By the Scheme Administrator for the Diffuse Mesothelioma Payment Scheme ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Social Security and Child Support,1,0,sscs006a-eng.pdf,NULL,(PDF 403KB),October 2014,5,NULL
4737,EX370,Eich tro cyntaf yn y llys? Beth y gallwch ei ddisgwyl / Your First Time At Court? What You Can Expect,Adobe Acrobat (pdf) ,Internet downloadable guidance,General ,1,0,ex370-bil.pdf,NULL,(PDF 180KB),March 2014 ,17,NULL
4738,EX160A,Sut i wneud cais am help i dalu ffioedd / How to apply for help with fees ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Fees and Help with Fees,1,0,ex160a-bil-2015.10.pdf,NULL,(PDF 254KB),October 2015,17,NULL
4750,UT1 Leaflet,UT1 Social Entitlement Leaflet - Appealing to the Administrative Appeals Chamber of the Upper Tribunal England and Wales,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut001-leaflet-eng.pdf ,NULL,(PDF 137KB),July 2015,5,NULL
4752,UT3 Notes,Notes for Appellants Form UT3 (Mental Health),Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut003-notes-eng.pdf,NULL,(PDF 39KB) ,November 2009 ,5,NULL
4753,UT3 Leaflet,"Appealing Against a Decision of the Health, Education and Social Care Chamber of the First-tier Tribunal (Mental Health) (Appeals from Decisions of the First-tier Tribunal).",Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut003-leaflet-eng.pdf ,NULL,(PDF 110KB),April 2013 ,5,NULL
4754,UT3 Leaflet,"Appealing Against a Decision of the Health, Education and Social Care Chamber of the First-tier Tribunal (Mental Health) (Appeals from Decisions of the First-tier Tribunal).",Microsoft Word (doc),Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut003-leaflet-eng.doc ,NULL,"(Word 1,746KB)",March 2013 ,5,NULL
4755,UT4 Notes,Notes for Appellants Form UT4 (Special Educational Needs and Disability Discrimination in Schools),Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut004-notes-eng.pdf,NULL,(PDF 98KB) ,October 2011,5,NULL
4756,UT4 Leaflet,"Appealing Against a Decision of the Health, Education and Social Care Chamber of the First-tier Tribunal (Special Educational Needs) (Appeals from Decisions of the First-tier Tribunal).",Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut004-leaflet-eng.pdf ,NULL,(PDF 66KB) ,April 2014 ,5,NULL
4757,UT5 Notes,Notes for Applicants and Appellants Form UT5 (Health Education & Social Care Chamber Care Standards and NHS (Performers) List),Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut005-notes-eng.pdf,NULL,(PDF 86KB) ,May 2013,5,NULL
4758,UT5 Leaflet,Appealing to the Upper Tribunal Administrative Appeals Chamber from the First-tier Tribunal. Care Standards and NHS (Performers) List Decisions.,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut005-leaflet-eng.pdf ,NULL,(PDF 115KB),May 2013,5,NULL
4759,UT6 Notes,Notes for Appellants Form UT6 (War Pensions and Armed Forces Compensation),Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut006-notes-eng.pdf,NULL,(PDF 30KB) ,July 2012,5,NULL
4760,UT6 Notes,Notes for Appellants Form UT6 (War Pensions and Armed Forces Compensation),Microsoft Word (doc),Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut006-notes-eng.doc,NULL,(Word 53KB),July 2012,5,NULL
4761,UT6 Leaflet,Appealing Against a Decision of the War Pensions and Armed Forces Compensation Chamber of the First-tier Tribunal (Appeals from Decisions of the First-tier Tribunal). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut006-leaflet-eng.pdf ,NULL,(PDF 84KB) ,July 2012,5,NULL
4762,UT6 Leaflet,Appealing Against a Decision of the War Pensions and Armed Forces Compensation Chamber of the First-tier Tribunal (Appeals from Decisions of the First-tier Tribunal). ,Microsoft Word (doc),Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut006-leaflet-eng.doc ,NULL,"(Word 1,765KB)",April 2013 ,5,NULL
4763,UT8 Notes,Notes for Applicants and Appellants form UT8 (Mental Health Wales). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Mental Health Tribunal ,1,0,ut008-notes-eng.pdf,NULL,(PDF 313KB),April 2012 ,5,NULL
4764,UT8 Notes,Notes for Applicants and Appellants Form UT8 (Mental Health Wales),Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut008-notes-eng.pdf,NULL,(PDF 313KB),April 2012 ,5,NULL
4765,UT8 Leaflet,"Appealing Against a Decision of the Health, Education and Social Care Chamber of the First-tier Tribunal (Mental Health Wales) (Appeals from Decisions of the First-tier Tribunal).",Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut008-leaflet-eng.pdf ,NULL,(PDF 63KB) ,March 2014 ,5,NULL
4766,UT9 Notes,Notes for Applicants and Appellants Form UT9 (Appeals from Special Educational Needs Tribunal for Wales).,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut009-notes-eng.pdf,NULL,(PDF 303KB),April 2012 ,5,NULL
4767,UT9 Leaflet,"Appealing Against a Decision of the Health, Education and Social Care Chamber of the First-tier Tribunal (Special Educational Needs Wales) (Appeals from Decisions of the First-tier Tribunal).",Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut009-leaflet-eng.pdf ,NULL,(PDF 105KB),May 2009,5,NULL
4768,UT10 Leaflet,Appeals in Against Decisions of the Disclosure and Barring Service (Appeals Direct to the Upper Tribunal),Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut010-leaflet-eng.pdf ,NULL,(PDF 115KB),April 2013 ,5,NULL
4769,UT10 Leaflet,Appeals in Against Decisions of the Disclosure and Barring Service (Appeals Direct to the Upper Tribunal),Microsoft Word (doc),Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut010-leaflet-eng.doc ,NULL,(Word 212KB),March 2013 ,5,NULL
4770,UT11 Notes ,Notes for Applicants and Appellants Form UT11 (General Regulatory Chamber),Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut011-notes-eng.pdf,NULL,(PDF 539KB),November 2014 ,5,NULL
4771,UT11 Leaflet,All General Regulatory Chamber Cases Except Information Rights (Appeals from Decisions of the First-tier Tribunal). ,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut011-leaflet-eng.pdf ,NULL,(PDF 411KB),September 2015,5,NULL
4772,UT12 Notes ,Notes for Appellants - Form UT12 (Traffic Commissioner and Department of the Environment in Northern Ireland [DoENI]) appeals,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut012-notes-eng.pdf,NULL,(PDF 209KB),December 2013 ,5,NULL
4773,UT12 Leaflet,Appeals Against Decisions of the Traffic Commissioner (Appeals Direct to the Upper Tribunal).,Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut012-leaflet-eng.pdf ,NULL,(PDF 164KB),August 2009,5,NULL
4774,UT13 Leaflet,Appealing to the Administrative Appeals Chamber of the Upper Tribunal - Against Decisions of the First-Tier Tribunal in Information Rights Cases (General Regulatory Chamber),Adobe Acrobat (pdf) ,Internet downloadable guidance,Administrative Appeals Chamber (Upper Tribunal),1,0,ut013-leaflet-eng.pdf ,NULL,(PDF 240KB),September 2014,5,NULL
4780,Fee Account,Fee Account - The Easy Way to Pay Fees,Adobe Acrobat (pdf) ,Internet downloadable guidance,Payment on Account,1,0,fee-account-eng.pdf,NULL,(PDF 112KB),June 2015,5,NULL
