code,title,attachment_file_name,attachment_content_type,attachment_file_size,content_date,language_id,doc_attachment_type_id,inactive,creator_id,original_url,original_id,published_date,file_format,summary
T112,"Guidance Notes for Applications and Referrals",t112-eng.pdf,application/pdf,14819,2012-01-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2538,2017-04-12,PDF,
T113,"CMR1 Case Management Request Form",t113-eng.doc,application/msword,110080,2014-08-01,8,1,false,1,GetForm.do?court_forms_id=,2736,2017-04-12,DOC,
T114,"Witness Expenses Form and Guidelines",t114-eng.pdf,application/pdf,357350,2014-10-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2681,2017-04-12,PDF,
T116 Notes,"Role of the Independent Mental Health Advocate (IMHA) in First-tier Tribunal (Mental Health) Hearings",t116-notes-eng.pdf,application/pdf,225858,2012-07-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2600,2017-04-12,PDF,
T117,"Information for Nearest Relatives",t117-eng.pdf,application/pdf,166030,2014-11-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2539,2017-04-12,PDF,
T118,"Information for Victims",t118-eng.pdf,application/pdf,320825,2012-04-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2540,2017-04-12,PDF,
T118,"Gwybodaeth i ddioddefwyr",t118-cym.pdf,application/pdf,214619,2012-04-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,1523,2017-04-12,PDF,
T120,"Guidance for the observation of tribunal hearings",t120-eng.pdf,application/pdf,230444,2016-12-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2542,2017-04-12,PDF,
T121,"Information for Restricted Patients Detained Under the Mental Health Act 1983 (as Amended by the Mental Health Act 2007)",t121-eng.pdf,application/pdf,59668,2012-01-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2543,2017-04-12,PDF,
T122,"Information for non-restricted patients detained under the Mental Health Act 1983",t122-eng.pdf,application/pdf,173390,2016-08-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2544,2017-04-12,PDF,
T123,"Community Treatment Orders (CTO)",t123-eng.pdf,application/pdf,78880,2014-04-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2545,2017-04-12,PDF,
T127,"Practice Guidance on Procedures Concerning Handling Representations from Victims in the First-tier Tribunal (Mental Health)",t127-eng.pdf,application/pdf,61324,2012-01-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2549,2017-04-12,PDF,
T128,"Options for your Tribunal Referral Hearing",t128-eng.doc,application/msword,101888,2015-12-01,8,1,false,1,GetForm.do?court_forms_id=,2797,2017-04-12,DOC,
T129,"Your Rights to Legal Representation and to See the Tribunal Doctor",t129-eng.pdf,application/pdf,186100,2014-04-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2642,2017-04-12,PDF,
T130,"When can I apply to or be referred to the Tribunal for a hearing?",t130-eng.pdf,application/pdf,553174,2015-06-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2654,2017-04-12,PDF,
T144,"Victim's representations to the Tribunal",t144-eng.pdf,application/pdf,1392801,2017-03-01,8,1,false,1,GetForm.do?court_forms_id=,2990,2017-04-12,PDF,
T170,"Appeal / Applicatiion Form (A)",t170-eng.pdf,application/pdf,562377,2014-10-01,8,1,false,1,GetForm.do?court_forms_id=,4496,2017-04-12,PDF,
T171,"Application to Set Aside a Decision of Primary Health Lists (SA)",t171-eng.pdf,application/pdf,548097,2014-10-01,8,1,false,1,GetForm.do?court_forms_id=,4498,2017-04-12,PDF,
T172,"Application for Permission to Appeal Decision of Primary Health Lists (AA)",t172-eng.pdf,application/pdf,539591,2014-10-01,8,1,false,1,GetForm.do?court_forms_id=,4500,2017-04-12,PDF,
T173,"Response to Appeal Application Form",t173-eng.pdf,application/pdf,536883,2014-10-01,8,1,false,1,GetForm.do?court_forms_id=,4504,2017-04-12,PDF,
T200,"Notice of Appeal (Form EO9)",t200-eng.pdf,application/pdf,114104,2016-04-01,8,1,false,1,GetForm.do?court_forms_id=,4501,2017-04-12,PDF,
T210,"Appeal form",t210-eng.doc,application/msword,183558,2015-07-01,8,1,false,1,GetForm.do?court_forms_id=,4502,2017-04-12,DOC,
T211,"Rhybudd Apêl yn erbyn penderfyniad gan yr Awdurdod Iawndal am Anafiadau Troseddol | Notice of appeal against a decision of the Criminal Injuries Compensation Authority",t211-bil.pdf,application/pdf,93042,2014-09-01,26,1,false,1,GetForm.do?court_forms_id=,4503,2017-04-12,PDF,
T240,"Notice of Appeal",t240-eng.pdf,application/pdf,560625,2015-03-01,8,1,false,1,GetForm.do?court_forms_id=,3015,2017-04-12,PDF,
T241,"Guidance Notes on Completing the Notice of Appeal",t241-eng.pdf,application/pdf,548984,2015-03-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2703,2017-04-12,PDF,
T242,"Making an Appeal Explanatory Booklet",t242-eng.pdf,application/pdf,555602,2015-03-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2705,2017-04-12,PDF,
T243,"At Your Hearing",t243-eng.pdf,application/pdf,541665,2015-03-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,4516,2017-04-12,PDF,
T244,"Further Appeal Notes",t244-eng.pdf,application/pdf,531592,2015-03-01,8,3,false,1,GetLeaflet.do?court_leaflets_id=,4517,2017-04-12,PDF,
T245,"Application to Close Enquiry",t245-eng.pdf,application/pdf,532715,2015-03-01,8,1,false,1,GetForm.do?court_forms_id=,3019,2017-04-12,PDF,
T246,"Guidance Notes on Completing the Application to Close Enquiry form",t246-eng.pdf,application/pdf,530906,2015-03-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2702,2017-04-12,PDF,
T247,"Application for Permission to Appeal Decision of the Tax Tribunal",t247-eng.pdf,application/pdf,506237,2015-03-01,8,1,false,1,GetForm.do?court_forms_id=,4505,2017-04-12,PDF,
T248,"Guidance Notes on Completing the First-tier Tribunal Application for Permission to Appeal to the Upper Tribunal",t248-eng.pdf,application/pdf,529235,2015-03-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2706,2017-04-12,PDF,
T249,"Guidance to Accompany a Decision from the First-tier Tribunal (Tax Chamber)",t249-eng.pdf,application/pdf,533076,2015-03-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2704,2017-04-12,PDF,
T251,"Guidance Notes on Completing the Notice of Appeal",t251-eng.pdf,application/pdf,540716,2015-03-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2537,2017-04-12,PDF,
T252,"At Your hearing - Explanatory Booklet",t252-eng.pdf,application/pdf,529271,2015-03-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2535,2017-04-12,PDF,
T359,"Immigration guidance for unrepresented appellants",t359-eng.pdf,application/pdf,148331,2014-11-01,8,1,false,1,GetForm.do?court_forms_id=,4418,2017-04-12,PDF,
T362,"Absent owner application form",t362-eng.pdf,application/pdf,105196,2016-12-01,8,1,false,1,GetForm.do?court_forms_id=,3202,2017-04-12,PDF,
T370,"Notice of reference by an authority",t370-eng.pdf,application/pdf,156621,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,3362,2017-04-12,PDF,
T371,"Notice of reference by a claimant",t371-eng.pdf,application/pdf,166321,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,3371,2017-04-12,PDF,
T372,"Response by an authority to a Notice of Reference",t372-eng.pdf,application/pdf,117863,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,3373,2017-04-12,PDF,
T373,"Response by a claimant to a Notice of Reference",t373-eng.pdf,application/pdf,109642,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,3375,2017-04-12,PDF,
T374,"Form BNO - Notice of Reference relating to the validity of a Blight or Purchase Counter Notice",t374-eng.pdf,application/pdf,128037,2016-01-01,8,1,false,1,GetForm.do?court_forms_id=,3380,2017-04-12,PDF,
T375,"Response to a notice of reference BNO",t375-eng.pdf,application/pdf,109135,2016-01-01,8,1,false,1,GetForm.do?court_forms_id=,3382,2017-04-12,PDF,
T379,"Application under Section 84 of the Law of Property Act 1925 to discharge or modify a restrictive covenant",t379-eng.pdf,application/pdf,160229,2016-01-01,8,1,false,1,GetForm.do?court_forms_id=,4362,2017-04-12,PDF,
T380,"Form LPB - Restrictive Covenant Application: Publicity Notice",t380-eng.doc,application/msword,42496,2015-08-01,8,1,false,1,GetForm.do?court_forms_id=,4371,2017-04-12,DOC,
T381,"Form LPD - Notice of Objection to a Restrictive Covenant Application",t381-eng.pdf,application/pdf,573550,2014-10-01,8,1,false,1,GetForm.do?court_forms_id=,4373,2017-04-12,PDF,
T382,"Form LPCoC - Certificate of Compliance",t382-eng.doc,application/msword,91136,2010-12-01,8,1,false,1,GetForm.do?court_forms_id=,4374,2017-04-12,DOC,
T382,"Form LPCoC - Certificate of Compliance",t382-eng.pdf,application/pdf,62676,2010-12-01,8,1,false,1,GetForm.do?court_forms_id=,4375,2017-04-12,PDF,
T383,"Form 1 - Application for a Certificate of the Tribunal - Rights of Light Act 1959",t383-eng.doc,application/msword,31232,2010-12-01,8,1,false,1,GetForm.do?court_forms_id=,4379,2017-04-12,DOC,
T383,"Form 1 - Application for a Certificate of the Tribunal - Rights of Light Act 1959",t383-eng.pdf,application/pdf,22842,2010-12-01,8,1,false,1,GetForm.do?court_forms_id=,4380,2017-04-12,PDF,
T384,"Form A - Light Obstruction Notice - Rights of Light Act 1959",t384-eng.doc,application/msword,29696,2010-12-01,8,1,false,1,GetForm.do?court_forms_id=,4381,2017-04-12,DOC,
T384,"Form A - Light Obstruction Notice - Rights of Light Act 1959",t384-eng.pdf,application/pdf,19996,2010-12-01,8,1,false,1,GetForm.do?court_forms_id=,4382,2017-04-12,PDF,
T385,"Notice of appeal against a decision of a Valuation Tribunal",t385-eng.pdf,application/pdf,134284,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,3071,2017-04-12,PDF,
T386,"Respondent's notice",t386-eng.pdf,application/pdf,131235,2017-04-01,8,1,false,1,GetForm.do?court_forms_id=,4852,2017-04-12,PDF,
T399,"Appealing to the Upper Tribunal (Tax and Chancery Chamber): Tax, Charity and Land Registration Appeals",t399-eng.pdf,application/pdf,605745,2014-11-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2760,2017-04-12,PDF,
T400,"References to the Upper Tribunal (Tax and Chancery Chamber): Financial Services Cases",t400-eng.pdf,application/pdf,629559,2014-11-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2761,2017-04-12,PDF,
T410,"Application to Rectify or Set Aside Documents",t410-eng.doc,application/msword,103936,2013-07-01,8,1,false,1,GetForm.do?court_forms_id=,3097,2017-04-12,DOC,
T411,"Land Registration Objection to an Application to the Tribunal to Rectify or Set Aside Document(s)",t411-eng.doc,application/msword,83968,2013-07-01,8,1,false,1,GetForm.do?court_forms_id=,3098,2017-04-12,DOC,
T412,"A Short Guide for Users",t412-eng.pdf,application/pdf,148706,2013-07-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4424,2017-04-12,PDF,
T415,"Information on Challenging Decisions in Land Registration Cases",t415-eng.pdf,application/pdf,70384,2014-03-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,4425,2017-04-12,PDF,
T420,"Making a claim to an Employment Tribunal",t420-eng.pdf,application/pdf,429907,2017-03-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2622,2017-04-12,PDF,
T420,"Gwneud hawliad i Dribiwnlys Cyflogaeth",t420-cym.pdf,application/pdf,449114,2015-03-01,25,1,false,1,W_GetForm.do?court_forms_id=,2488,2017-04-12,PDF,
T421,"Your claim - what next",t421-eng.pdf,application/pdf,214483,2017-03-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2623,2017-04-12,PDF,
T421,"Eich hawliad - beth nesaf",t421-cym.pdf,application/pdf,216334,2015-03-01,25,1,false,1,W_GetForm.do?court_forms_id=,2489,2017-04-12,PDF,
T422,"Responding to a claim to an Employment Tribunal",t422-eng.pdf,application/pdf,277315,2017-03-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2624,2017-04-12,PDF,
T422,"Ymateb i hawliad i Dribiwnlys Cyflogaeth",t422-cym.pdf,application/pdf,246209,2014-05-01,25,1,false,1,W_GetForm.do?court_forms_id=,2490,2017-04-12,PDF,
T423,"Responding to a claim to an Employment Tribunal (Details of a hearing to be sent)",t423-eng.pdf,application/pdf,274475,2017-03-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2625,2017-04-12,PDF,
T423,"Ymateb i hawliad i Dribiwnlys Cyflogaeth (Manylion gwrandawiad I'w hanfon)",t423-cym.pdf,application/pdf,330248,2015-03-01,25,1,false,1,W_GetForm.do?court_forms_id=,2491,2017-04-12,PDF,
T424,"The hearing - guidance for claimants",t424-eng.pdf,application/pdf,253397,2017-03-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2626,2017-04-12,PDF,
T424,"Y gwrandawiad - cyfarwyddyd i hawlwyr",t424-cym.pdf,application/pdf,255982,2015-03-01,25,1,false,1,W_GetForm.do?court_forms_id=,2492,2017-04-12,PDF,
T425,"The hearing - guidance for claimants and respondents",t425-eng.pdf,application/pdf,292105,2017-03-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2627,2017-04-12,PDF,
T425,"Y gwrandawiad - cyfarwyddyd i hawlwyr ac atebwyr",t425-cym.pdf,application/pdf,288254,2015-03-01,25,1,false,1,W_GetForm.do?court_forms_id=,2493,2017-04-12,PDF,
T426,"The judgment",t426-eng.pdf,application/pdf,279199,2017-03-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2628,2017-04-12,PDF,
T426,"Y dyfarniad",t426-cym.pdf,application/pdf,267705,2015-03-01,25,1,false,1,W_GetForm.do?court_forms_id=,2495,2017-04-12,PDF,
T434,"Expenses and allowances payable to parties and witnesses attending an Employment Tribunal",t434-eng.pdf,application/pdf,168874,2013-08-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2766,2017-04-12,PDF,
T435,"Employment Tribunal fees for individuals (from 29 July 2013)",t435-eng.pdf,application/pdf,210188,2017-02-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,4605,2017-04-12,PDF,
T435,"Ffioedd tribiwnlys cyflogaeth ar gyfer unigolion (O'r 29 Gorffennaf 2013 ymlaen)",t435-cym.pdf,application/pdf,216381,2015-03-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,2737,2017-04-12,PDF,
T436,"Employment Tribunal fees for groups and multiples (from 29 July 2013)",t436-eng.pdf,application/pdf,226140,2017-02-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,4610,2017-04-12,PDF,
T436,"Ffioedd Tribiwnlys Cyflogaeth ar gyfer grwpiau a mwy nag un hawliad (O'r 29 Gorffennaf 2013 ymlaen)",t436-cym.pdf,application/pdf,229700,2015-03-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,2738,2017-04-12,PDF,
T437,"Employment Appeal Tribunal fees (from 29 July 2013)",t437-eng.pdf,application/pdf,177790,2015-12-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,4615,2017-04-12,PDF,
T437,"Ffioedd y Tribiwnlys Apêliadau Cyflogaeth",t437-cym.pdf,application/pdf,152509,2014-04-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,2739,2017-04-12,PDF,
T439,"Declaration from a party/witness who is self employed and claiming loss of earnings",t439-eng.pdf,application/pdf,61706,2013-08-01,8,1,false,1,GetForm.do?court_forms_id=,3139,2017-04-12,PDF,
T440,"I Want to Appeal to the Employment Appeal Tribunal",t440-eng.pdf,application/pdf,178627,2015-12-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2809,2017-04-12,PDF,
T443,"Form 8 Appeal From Decision of Employment Tribunal - Appellant's Reply to Cross Appeal",t443-eng.pdf,application/pdf,9355,2013-07-01,8,1,false,1,GetForm.do?court_forms_id=,3135,2017-04-12,PDF,
T444,"Form 1 Notice of Appeal From Decision of Employment Tribunal",t444-eng.pdf,application/pdf,9923,2013-07-01,8,1,false,1,GetForm.do?court_forms_id=,3136,2017-04-12,PDF,
T445,"Form 3 Appeal From Decision of Employment Tribunal / Certification Officer - Respondent's Answer",t445-eng.pdf,application/pdf,8565,2013-07-01,8,1,false,1,GetForm.do?court_forms_id=,3137,2017-04-12,PDF,
T450,"Standard application for a Gender Recognition Certificate",t450-eng.pdf,application/pdf,194303,2016-11-01,8,1,false,1,GetForm.do?court_forms_id=,2896,2017-04-12,PDF,
T450,"Cais am Dystysgrif Cydnabod Rhyw",t450-cym.pdf,application/pdf,581548,2016-06-01,25,1,false,1,W_GetForm.do?court_forms_id=,2896,2017-04-12,PDF,
T451,"Guidance on completing the application form for a Gender Recognition Certificate",t451-eng.pdf,application/pdf,610220,2016-06-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2683,2017-04-12,PDF,
T451,"Canllawiau ynghylch llenwi'r ffurflen gais am Dystysgrif Cydnabod Rhyw",t451-cym.pdf,application/pdf,631152,2016-06-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,2683,2017-04-12,PDF,
T452,"Guidelines for Registered Medical Practitioners and Registered Psychologists. To Facilitate Completion of the Medical Report Proforma for Gender Recognition",t452-eng.pdf,application/pdf,185666,2014-10-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2684,2017-04-12,PDF,
T453,"Application for a Gender Recognition Certificate (Overseas legal recognition application) (Gender Recognition Act 2004)",t453-eng.pdf,application/pdf,293871,2016-11-01,8,1,false,1,GetForm.do?court_forms_id=,4389,2017-04-12,PDF,
T453,"Cais am Dystysgrif Cydnabod Rhyw (Cais am Gydnabyddiaeth Gyfreithiol Dramor)",t453-cym.pdf,application/pdf,622974,2016-06-01,25,1,false,1,W_GetForm.do?court_forms_id=,4389,2017-04-12,PDF,
T454,"Guidance on completing the Overseas application form for a Gender Recognition Certificate",t454-eng.pdf,application/pdf,540490,2016-06-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2827,2017-04-12,PDF,
T454,"Canllawiau ynghylch llenwi'r ffurflen gais Dramor am Dystysgrif Cydnabod Rhyw",t454-cym.pdf,application/pdf,615083,2016-06-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,2827,2017-04-12,PDF,
T455,"The general guide for all users (Gender Recognition Act 2004)",t455-eng.pdf,application/pdf,672321,2016-04-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2825,2017-04-12,PDF,
T464,"Alternative application for a Gender Recognition Certificate",t464-eng.pdf,application/pdf,312633,2016-11-01,8,1,false,1,GetForm.do?court_forms_id=,4900,2017-04-12,PDF,
T464,"Cais Amgen am Dystysgrif Cydnabod Rhyw",t464-cym.pdf,application/pdf,664728,2016-06-01,25,1,false,1,W_GetForm.do?court_forms_id=,4900,2017-04-12,PDF,
T465,"Guidance on Completing the Alternative Application Form for a Gender Recognition Certificate",t465-eng.pdf,application/pdf,593286,2016-06-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4900,2017-04-12,PDF,
T465,"Canllawiau ynghylch Llenwi'r Ffurflen Gais Amgen am Dystysgrif Cydnabod Rhyw",t465-cym.pdf,application/pdf,624591,2016-06-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,4900,2017-04-12,PDF,
T466,"Statutory Declaration for Applicants who are married",t466-eng.pdf,application/pdf,333129,2014-10-01,8,1,false,1,GetForm.do?court_forms_id=,4901,2017-04-12,PDF,
T467,"Statutory Declaration for single Applicants",t467-eng.pdf,application/pdf,182470,2014-10-01,8,1,false,1,GetForm.do?court_forms_id=,4902,2017-04-12,PDF,
T468,"Statutory Declaration for Applicants in a Civil Partnership",t468-eng.pdf,application/pdf,301555,2014-10-01,8,1,false,1,GetForm.do?court_forms_id=,4903,2017-04-12,PDF,
T469,"Statutory Declaration for the Spouse of an Applicant for Gender Recognition",t469-eng.pdf,application/pdf,270091,2014-10-01,8,1,false,1,GetForm.do?court_forms_id=,4904,2017-04-12,PDF,
T470,"Gangmasters Licensing Appeals - a guide to making an appeal",t470-eng.pdf,application/pdf,170668,2014-10-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4458,2017-04-12,PDF,
T480,"Judicial review claim form",t480-eng.pdf,application/pdf,157206,2016-08-01,8,1,false,1,GetForm.do?court_forms_id=,4403,2017-04-12,PDF,
T480,"Adolygiad Barnwrol - Ffurflen Hawlio",t480-cym.pdf,application/pdf,99894,2016-06-01,25,1,false,1,W_GetForm.do?court_forms_id=,2737,2017-04-12,PDF,
T481 Nodiadau,"Nodiadau cyfarwyddyd ar gyfer llenwi ffurflen hawlio'r Adolygiad Barnwrol",t481-nodiadau-cym.pdf,application/pdf,237890,2013-08-01,25,2,false,1,W_GetLeaflet.do?court_leaflets_id=,2728,2017-04-12,PDF,
T481 Notes,"Upper Tribunal - Immigration and Asylum Chamber. Guidance Notes on Completing the UTIAC Judicial Review Claim Form",t481-notes-eng.pdf,application/pdf,51394,2015-08-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2841,2017-04-12,PDF,
T482,"Judicial review, acknowledgment of service",t482-eng.pdf,application/pdf,80055,2016-08-01,8,1,false,1,GetForm.do?court_forms_id=,4404,2017-04-12,PDF,
T482,"Adolygiad Barnwrol - Cydnabyddiad Cyflwyno",t482-cym.pdf,application/pdf,80929,2016-08-01,25,1,false,1,W_GetForm.do?court_forms_id=,2738,2017-04-12,PDF,
T483,"UTIAC Judicial Review. Application for urgent consideration",t483-eng.pdf,application/pdf,102207,2013-11-01,8,1,false,1,GetForm.do?court_forms_id=,4405,2017-04-12,PDF,
T483,"Adolygiad Barnwrol - Cais am ystyriaeth frys",t483-cym.pdf,application/pdf,138986,2013-08-01,25,1,false,1,W_GetForm.do?court_forms_id=,2739,2017-04-12,PDF,
T484,"Application notice (Upper Tribunal Immigration and Asylum Chamber)",t484-eng.pdf,application/pdf,99910,2016-06-01,8,1,false,1,GetForm.do?court_forms_id=,4406,2017-04-12,PDF,
T484,"Hysbysiad cyflwyno cais (Uwch Dribiwnlys Y Siambr Mewnfudo a Lloches)",t484-cym.pdf,application/pdf,77709,2016-06-01,25,1,false,1,W_GetForm.do?court_forms_id=,2740,2017-04-12,PDF,
T485,"Statement under Upper Tribunal Rule 28A (2)(b)",t485-eng.pdf,application/pdf,76015,2016-08-01,8,1,false,1,GetForm.do?court_forms_id=,4407,2017-04-12,PDF,
T485,"Datganiad o dan Reol 28A (2)(b) yr Uwch Dribiwnlys",t485-cym.pdf,application/pdf,57645,2016-08-01,25,1,false,1,W_GetForm.do?court_forms_id=,2741,2017-04-12,PDF,
T486,"Notice of Change of Solicitor",t486-eng.pdf,application/pdf,89500,2013-08-01,8,1,false,1,GetForm.do?court_forms_id=,4408,2017-04-12,PDF,
T486,"Rhybudd newid cyfreithiwr",t486-cym.pdf,application/pdf,116578,2013-08-01,25,1,false,1,W_GetForm.do?court_forms_id=,2742,2017-04-12,PDF,
T490,"Gender Recognition Panel Application Process Flowchart",t490-eng.pdf,application/pdf,2193,2014-07-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,4520,2017-04-12,PDF,
T491,"Table of Gender Recognition Schemes in Countries and Territories",t491-eng.pdf,application/pdf,159883,2011-06-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,4521,2017-04-12,PDF,
T492,"Additonal Guidance Issued by the President on the GRA's Medical Requirements",t492-eng.pdf,application/pdf,29787,2005-12-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4522,2017-04-12,PDF,
T493,"List of specialists in the field of gender dysphoria",t493-eng.pdf,application/pdf,110828,2017-01-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,4523,2017-04-12,PDF,
T495,"Immigration and Appeals Tribunal fees guidance",t495-eng.pdf,application/pdf,187342,2016-11-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,14123,2017-04-12,PDF,
T496,"Guide to loss of earnings and special expenses",t496-eng.pdf,application/pdf,36233,2010-08-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4526,2017-04-12,PDF,
T497,"Criminal Injuries Compensation (Your appeal)",t497-eng.pdf,application/pdf,147809,2014-07-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,4527,2017-04-12,PDF,
T499,"The War Pensions and Armed Forces Compensation Chamber Short Guide",t499-eng.pdf,application/pdf,106430,2011-04-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4552,2017-04-12,PDF,
T540,"Guidance on rent cases, general information about the process",t540-eng.pdf,application/pdf,413730,2017-01-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2738,2017-04-12,PDF,
T541,"Guidance on service charges, administration charges and other management matters. General information about the process",t541-eng.pdf,application/pdf,205725,2017-01-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2739,2017-04-12,PDF,
T542,"Guidance on enfranchisement. General information about the process",t542-eng.pdf,application/pdf,194614,2017-01-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2740,2017-04-12,PDF,
T543,"Guidance on Housing Act 2004 and Housing and Planning Act 2016 Cases. General information about the process",t543-eng.pdf,application/pdf,279062,2017-04-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2741,2017-04-12,PDF,
T544,"Guidance on park homes and sites cases. General information about the process",t544-eng.pdf,application/pdf,462100,2017-01-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2742,2017-04-12,PDF,
T545,"Guidance on recognition of Tenants' Association. General information about the process",t545-eng.pdf,application/pdf,185198,2017-01-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2743,2017-04-12,PDF,
T546,"Guidance on right to buy cases. General information about the process",t546-eng.pdf,application/pdf,184827,2017-01-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,2744,2017-04-12,PDF,
T547,"A guide to what costs fees and expenses may be recoverable in the First-Tier Tribunal (Property Chamber) (Residential Property)",t547-eng.pdf,application/pdf,530167,2015-03-01,8,4,false,1,GetLeaflet.do?court_leaflets_id=,4645,2017-04-12,PDF,
T601,"Notice of appeal against a decision of the First-tier Tribunal (Property Chamber) in England, or a Leasehold Valuation or Residential Property Tribunal in Wales",t601-eng.pdf,application/pdf,606168,2016-01-01,8,1,false,1,GetForm.do?court_forms_id=,4383,2017-04-12,PDF,
T602,"Application for permission to appeal against a decision of the First-tier Tribunal (Property Chamber) in England, or a Leasehold Valuation or Residential Property Tribunal in Wales",t602-eng.pdf,application/pdf,616465,2016-01-01,8,1,false,1,GetForm.do?court_forms_id=,4384,2017-04-12,PDF,
T603,"Respondent's notice to an appeal against a decision of the first-tier tribunal (Property Chamber) in England, or a Leasehold Valuation or Residential Property Tribunal in Wales",t603-eng.pdf,application/pdf,533020,2016-01-01,8,1,false,1,GetForm.do?court_forms_id=,4387,2017-04-12,PDF,
T604,"Explanatory leaflet for compulsory purchase compensation, land compensation disputes and other references",t604-eng.pdf,application/pdf,258081,2016-01-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2804,2017-04-12,PDF,
T605,"Explanatory leaflet for appeals against decisions of the First-tier Tribunal (Property Chamber) in England, and Leasehold Valuation and Residential Property Tribunals in Wales",t605-eng.pdf,application/pdf,341785,2016-01-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2805,2017-04-12,PDF,
T606,"Explanatory leaflet for appeals against decisions of the Valuation Tribunal for England and the Valuation Tribunal for Wales",t606-eng.pdf,application/pdf,326978,2016-01-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2806,2017-04-12,PDF,
T607,"Explanatory leaflet for applications for rights of light certificates",t607-eng.pdf,application/pdf,259868,2016-01-01,8,2,false,1,GetLeaflet.do?court_leaflets_id=,2807,2017-04-12,PDF,
